datetime,BPM
2018-03-01 13:31:20,0
2018-03-01 13:31:21,233
2018-03-01 13:31:22,212
2018-03-01 13:31:23,212
2018-03-01 13:31:24,194
2018-03-01 13:31:25,196
2018-03-01 13:31:26,189
2018-03-01 13:31:27,181
2018-03-01 13:31:28,160
2018-03-01 13:31:29,153
2018-03-01 13:31:30,123
2018-03-01 13:31:31,105
2018-03-01 13:31:32,103
2018-03-01 13:31:33,95
2018-03-01 13:31:34,84
2018-03-01 13:31:35,72
2018-03-01 13:31:36,72
2018-03-01 13:31:37,72
2018-03-01 13:31:38,83
2018-03-01 13:31:39,83
2018-03-01 13:31:40,83
2018-03-01 13:31:41,0
2018-03-01 13:31:42,0
2018-03-01 13:31:43,0
2018-03-01 13:31:44,0
2018-03-01 13:31:45,0
2018-03-01 13:31:46,0
2018-03-01 13:31:47,0
2018-03-01 13:31:48,0
2018-03-01 13:31:49,0
2018-03-01 13:31:50,0
2018-03-01 13:31:51,0
2018-03-01 13:31:52,0
2018-03-01 13:31:53,0
2018-03-01 13:31:54,0
2018-03-01 13:31:55,0
2018-03-01 13:31:56,0
2018-03-01 13:31:57,0
2018-03-01 13:31:58,0
