datetime,BPM
2018-03-01 22:08:18,0
2018-03-01 22:08:19,138
2018-03-01 22:08:20,133
2018-03-01 22:08:21,109
2018-03-01 22:08:22,101
2018-03-01 22:08:23,101
2018-03-01 22:08:24,80
2018-03-01 22:08:25,72
2018-03-01 22:08:26,67
2018-03-01 22:08:27,65
2018-03-01 22:08:28,63
2018-03-01 22:08:29,73
2018-03-01 22:08:30,75
2018-03-01 22:08:31,101
2018-03-01 22:08:32,114
2018-03-01 22:08:33,113
2018-03-01 22:08:34,103
2018-03-01 22:08:35,99
2018-03-01 22:08:36,103
2018-03-01 22:08:37,103
2018-03-01 22:08:38,92
2018-03-01 22:08:39,84
2018-03-01 22:08:40,85
2018-03-01 22:08:41,82
2018-03-01 22:08:42,81
2018-03-01 22:08:43,77
2018-03-01 22:08:44,89
2018-03-01 22:08:45,100
2018-03-01 22:08:46,91
2018-03-01 22:08:47,83
2018-03-01 22:08:48,92
2018-03-01 22:08:49,99
2018-03-01 22:08:50,99
2018-03-01 22:08:51,99
2018-03-01 22:08:52,0
2018-03-01 22:08:53,107
2018-03-01 22:08:54,109
2018-03-01 22:08:55,109
2018-03-01 22:08:56,122
2018-03-01 22:08:57,139
2018-03-01 22:08:58,125
2018-03-01 22:08:59,109
2018-03-01 22:09:00,109
2018-03-01 22:09:01,109
2018-03-01 22:09:02,111
2018-03-01 22:09:03,163
2018-03-01 22:09:04,147
2018-03-01 22:09:05,146
2018-03-01 22:09:06,131
2018-03-01 22:09:07,111
2018-03-01 22:09:08,111
2018-03-01 22:09:09,111
2018-03-01 22:09:10,0
