datetime,BPM
2018-03-02 20:54:59,0
2018-03-02 20:55:00,0
2018-03-02 20:55:01,82
2018-03-02 20:55:02,72
2018-03-02 20:55:03,69
2018-03-02 20:55:04,72
2018-03-02 20:55:05,77
2018-03-02 20:55:06,81
2018-03-02 20:55:07,80
2018-03-02 20:55:08,79
2018-03-02 20:55:09,101
2018-03-02 20:55:10,108
2018-03-02 20:55:11,93
2018-03-02 20:55:12,93
2018-03-02 20:55:13,76
2018-03-02 20:55:14,68
2018-03-02 20:55:15,70
2018-03-02 20:55:16,68
2018-03-02 20:55:17,69
2018-03-02 20:55:18,68
2018-03-02 20:55:19,120
2018-03-02 20:55:20,136
2018-03-02 20:55:21,136
2018-03-02 20:55:22,0
2018-03-02 20:55:23,108
2018-03-02 20:55:24,113
2018-03-02 20:55:25,125
2018-03-02 20:55:26,129
2018-03-02 20:55:27,130
2018-03-02 20:55:28,140
2018-03-02 20:55:29,131
2018-03-02 20:55:30,131
2018-03-02 20:55:31,95
2018-03-02 20:55:32,85
2018-03-02 20:55:33,80
2018-03-02 20:55:34,80
2018-03-02 20:55:35,71
2018-03-02 20:55:36,66
2018-03-02 20:55:37,62
2018-03-02 20:55:38,63
2018-03-02 20:55:39,89
2018-03-02 20:55:40,116
2018-03-02 20:55:41,116
2018-03-02 20:55:42,101
2018-03-02 20:55:43,95
2018-03-02 20:55:44,89
2018-03-02 20:55:45,89
2018-03-02 20:55:46,89
2018-03-02 20:55:47,121
2018-03-02 20:55:48,121
2018-03-02 20:55:49,109
2018-03-02 20:55:50,107
