datetime,BPM,label
2018-03-02 20:46:04,190.0,0
2018-03-02 20:46:05,190.0,0
2018-03-02 20:46:06,190.0,0
2018-03-02 20:46:07,190.0,0
2018-03-02 20:46:08,182.0,0
2018-03-02 20:46:09,182.0,0
2018-03-02 20:46:10,182.0,0
2018-03-02 20:46:11,182.0,0
2018-03-02 20:46:12,182.0,0
2018-03-02 20:46:13,182.0,0
2018-03-02 20:46:14,60.0,0
2018-03-02 20:46:15,60.0,0
2018-03-02 20:46:16,60.0,0
2018-03-02 20:46:17,60.0,0
2018-03-02 20:46:18,60.0,0
2018-03-02 20:46:19,82.0,0
2018-03-02 20:46:20,76.0,0
2018-03-02 20:46:21,75.0,0
2018-03-02 20:46:22,78.0,0
2018-03-02 20:46:23,74.0,0
2018-03-02 20:46:24,74.0,0
2018-03-02 20:46:25,75.0,0
2018-03-02 20:46:26,75.0,0
2018-03-02 20:46:27,75.0,0
2018-03-02 20:46:28,75.0,0
2018-03-02 20:46:29,75.0,0
2018-03-02 20:46:30,154.0,0
2018-03-02 20:46:31,131.0,0
2018-03-02 20:46:32,131.0,0
2018-03-02 20:46:33,103.0,0
2018-03-02 20:46:34,92.0,0
2018-03-02 20:46:35,83.0,0
2018-03-02 20:46:36,83.0,0
2018-03-02 20:46:37,83.0,0
2018-03-02 20:46:38,83.0,0
2018-03-02 20:46:39,60.0,0
2018-03-02 20:46:40,60.0,0
2018-03-02 20:46:41,60.0,0
2018-03-02 20:46:42,60.0,0
2018-03-02 20:46:43,69.0,0
2018-03-02 20:46:44,69.0,0
2018-03-02 20:46:45,81.0,0
2018-03-02 20:46:46,83.0,0
2018-03-02 20:46:47,85.0,0
2018-03-02 20:46:48,91.0,0
2018-03-02 20:46:49,89.0,0
2018-03-02 20:46:50,84.0,0
2018-03-02 20:46:51,95.0,0
2018-03-02 20:46:52,102.0,0
2018-03-02 20:46:53,105.0,0
2018-03-02 20:46:54,93.0,0
2018-03-02 20:46:55,98.0,0
2018-03-02 20:46:56,88.0,0
2018-03-02 20:46:57,85.0,0
2018-03-02 20:46:58,84.0,0
2018-03-02 20:46:59,79.0,0
2018-03-02 20:47:00,81.0,0
2018-03-02 20:47:01,79.0,0
2018-03-02 20:47:02,81.0,0
2018-03-02 20:47:03,87.0,0
2018-03-02 20:47:04,86.0,0
2018-03-02 20:47:05,84.0,1
2018-03-02 20:47:06,85.0,1
2018-03-02 20:47:07,84.0,1
2018-03-02 20:47:08,90.0,1
2018-03-02 20:47:09,84.0,1
2018-03-02 20:47:10,95.0,1
2018-03-02 20:47:11,102.0,1
2018-03-02 20:47:12,102.0,1
2018-03-02 20:47:13,82.0,1
2018-03-02 20:47:14,78.0,1
2018-03-02 20:47:15,76.0,1
2018-03-02 20:47:16,95.0,1
2018-03-02 20:47:17,95.0,1
2018-03-02 20:47:18,95.0,1
2018-03-02 20:47:19,95.0,1
2018-03-02 20:47:20,92.0,1
2018-03-02 20:47:21,118.0,1
2018-03-02 20:47:22,181.0,1
2018-03-02 20:47:23,190.0,1
2018-03-02 20:47:24,190.0,1
2018-03-02 20:47:25,164.0,1
2018-03-02 20:47:26,159.0,1
2018-03-02 20:47:27,154.0,1
2018-03-02 20:47:28,151.0,1
2018-03-02 20:47:29,116.0,1
2018-03-02 20:47:30,99.0,1
2018-03-02 20:47:31,92.0,1
