datetime,BPM
2018-03-02 21:00:10,0
2018-03-02 21:00:11,0
2018-03-02 21:00:12,0
2018-03-02 21:00:13,0
2018-03-02 21:00:14,91
2018-03-02 21:00:15,105
2018-03-02 21:00:16,103
2018-03-02 21:00:17,112
2018-03-02 21:00:18,103
2018-03-02 21:00:19,106
2018-03-02 21:00:20,106
2018-03-02 21:00:21,87
2018-03-02 21:00:22,78
2018-03-02 21:00:23,78
2018-03-02 21:00:24,66
2018-03-02 21:00:25,66
2018-03-02 21:00:26,66
2018-03-02 21:00:27,66
2018-03-02 21:00:28,54
2018-03-02 21:00:29,49
2018-03-02 21:00:30,48
2018-03-02 21:00:31,48
2018-03-02 21:00:32,48
2018-03-02 21:00:33,44
2018-03-02 21:00:34,44
2018-03-02 21:00:35,44
2018-03-02 21:00:36,44
2018-03-02 21:00:37,41
2018-03-02 21:00:38,40
2018-03-02 21:00:39,40
2018-03-02 21:00:40,40
2018-03-02 21:00:41,40
2018-03-02 21:00:42,0
2018-03-02 21:00:43,121
2018-03-02 21:00:44,121
2018-03-02 21:00:45,89
2018-03-02 21:00:46,89
2018-03-02 21:00:47,79
2018-03-02 21:00:48,79
2018-03-02 21:00:49,63
2018-03-02 21:00:50,63
2018-03-02 21:00:51,63
2018-03-02 21:00:52,0
2018-03-02 21:00:53,0
2018-03-02 21:00:54,60
2018-03-02 21:00:55,60
2018-03-02 21:00:56,60
2018-03-02 21:00:57,52
2018-03-02 21:00:58,50
2018-03-02 21:00:59,50
