datetime,BPM,label
2018-03-02 20:57:35,129.0,0
2018-03-02 20:57:36,133.0,0
2018-03-02 20:57:37,133.0,0
2018-03-02 20:57:38,101.0,0
2018-03-02 20:57:39,91.0,0
2018-03-02 20:57:40,82.0,0
2018-03-02 20:57:41,81.0,0
2018-03-02 20:57:42,83.0,0
2018-03-02 20:57:43,72.0,0
2018-03-02 20:57:44,67.0,0
2018-03-02 20:57:45,65.0,0
2018-03-02 20:57:46,91.0,0
2018-03-02 20:57:47,101.0,0
2018-03-02 20:57:48,92.0,0
2018-03-02 20:57:49,121.0,0
2018-03-02 20:57:50,136.0,0
2018-03-02 20:57:51,133.0,0
2018-03-02 20:57:52,126.0,0
2018-03-02 20:57:53,126.0,0
2018-03-02 20:57:54,101.0,0
2018-03-02 20:57:55,103.0,0
2018-03-02 20:57:56,102.0,0
2018-03-02 20:57:57,103.0,0
2018-03-02 20:57:58,104.0,1
2018-03-02 20:57:59,121.0,1
2018-03-02 20:58:00,125.0,1
2018-03-02 20:58:01,107.0,1
2018-03-02 20:58:02,106.0,1
2018-03-02 20:58:03,103.0,1
2018-03-02 20:58:04,105.0,1
2018-03-02 20:58:05,105.0,1
2018-03-02 20:58:06,84.0,1
2018-03-02 20:58:07,84.0,1
2018-03-02 20:58:08,75.0,1
2018-03-02 20:58:09,74.0,1
2018-03-02 20:58:10,74.0,1
2018-03-02 20:58:11,68.0,1
2018-03-02 20:58:12,66.0,1
2018-03-02 20:58:13,66.0,1
2018-03-02 20:58:14,66.0,1
2018-03-02 20:58:15,66.0,1
2018-03-02 20:58:16,66.0,1
2018-03-02 20:58:17,66.0,1
2018-03-02 20:58:18,60.0,1
2018-03-02 20:58:19,60.0,1
2018-03-02 20:58:20,60.0,1
