datetime,BPM
2018-03-02 20:57:34,0
2018-03-02 20:57:35,129
2018-03-02 20:57:36,133
2018-03-02 20:57:37,133
2018-03-02 20:57:38,101
2018-03-02 20:57:39,91
2018-03-02 20:57:40,82
2018-03-02 20:57:41,81
2018-03-02 20:57:42,83
2018-03-02 20:57:43,72
2018-03-02 20:57:44,67
2018-03-02 20:57:45,65
2018-03-02 20:57:46,91
2018-03-02 20:57:47,101
2018-03-02 20:57:48,92
2018-03-02 20:57:49,121
2018-03-02 20:57:50,136
2018-03-02 20:57:51,133
2018-03-02 20:57:52,126
2018-03-02 20:57:53,126
2018-03-02 20:57:54,101
2018-03-02 20:57:55,103
2018-03-02 20:57:56,102
2018-03-02 20:57:57,103
2018-03-02 20:57:58,104
2018-03-02 20:57:59,121
2018-03-02 20:58:00,125
2018-03-02 20:58:01,107
2018-03-02 20:58:02,106
2018-03-02 20:58:03,103
2018-03-02 20:58:04,105
2018-03-02 20:58:05,105
2018-03-02 20:58:06,84
2018-03-02 20:58:07,84
2018-03-02 20:58:08,75
2018-03-02 20:58:09,74
2018-03-02 20:58:10,74
2018-03-02 20:58:11,68
2018-03-02 20:58:12,66
2018-03-02 20:58:13,66
2018-03-02 20:58:14,0
2018-03-02 20:58:15,0
2018-03-02 20:58:16,0
2018-03-02 20:58:17,0
2018-03-02 20:58:18,52
2018-03-02 20:58:19,50
2018-03-02 20:58:20,51
