datetime,X_gyro,Y_gyro,Z_gyro,X_acc,Y_acc,Z_acc,X_comp,Y_comp,Z_comp,BPM,label
2018-02-28 17:40:28.600,0.015260486,0.022294398,-0.024607796,-0.286621094,-0.237304688,0.895019531,-0.672828615,-13.48500633,32.22413635,0,0
2018-02-28 17:40:28.800,-0.000166662,0.013967827,-0.040112846,-0.290039063,-0.258789063,0.885498047,-0.8242003920000001,-13.62862968,32.11868286,0,0
2018-02-28 17:40:29.100,-0.015741363,-0.001428174,-0.030318333,-0.284423828,-0.266357422,0.879394531,-0.945297837,-13.74352837,32.03432083,0,0
2018-02-28 17:40:29.300,-0.020554958,-0.016972477,-0.017124796,-0.280029297,-0.279296875,0.895019531,-1.04217577,-13.83544731,31.96683121,0,0
2018-02-28 17:40:29.500,-0.015386044,-0.020198535,-0.009442084,-0.284667969,-0.278564453,0.905761719,-1.11967814,-13.90898323,31.91283989,0,0
2018-02-28 17:40:29.700,-0.007745229,-0.013480337,0.003767701,-0.28735351600000003,-0.27563476600000003,0.916992188,-1.181680083,-13.96781158,31.86964607,0,0
2018-02-28 17:40:29.900,0.002307924,-0.005366151,0.013543433,-0.284912109,-0.264892578,0.921630859,-1.231281638,-14.01487446,31.83509254,0,0
2018-02-28 17:40:30.200,0.012118831000000002,0.006706836999999999,0.022045026,-0.28735351600000003,-0.25610351600000003,0.923583984,-1.270962834,-14.05252457,31.80744934,0,0
2018-02-28 17:40:30.400,0.017539008999999998,0.019527491,0.027745308,-0.286865234,-0.249511719,0.923583984,-1.302707791,-14.08264446,31.78533363,0,0
2018-02-28 17:40:30.600,0.023347868,0.031000629,0.022922421,-0.280273438,-0.2421875,0.924072266,-1.328103781,-14.10674095,31.76764107,0,0
2018-02-28 17:40:30.800,0.023347868,0.031000629,0.022922421,-0.280273438,-0.2421875,0.924072266,-1.328103781,-14.10674095,31.76764107,0,0
2018-02-28 17:40:31.100,0.024862433,0.036485113,0.006272066,-0.275390625,-0.245605469,0.909667969,-1.348420501,-14.12601757,31.75348854,0,0
2018-02-28 17:40:31.300,0.016993271,0.029374467,-0.01361211,-0.27563476600000003,-0.251464844,0.889404297,-1.3646739719999998,-14.14143944,31.74216652,0,0
2018-02-28 17:40:31.500,0.008794434,0.012568643,-0.017438432,-0.27783203100000003,-0.25830078100000003,0.8903808590000001,-1.377676725,-14.15377617,31.73310852,32,0
