datetime,BPM
2018-03-05 17:08:16,0
2018-03-05 17:08:17,236
2018-03-05 17:08:18,190
2018-03-05 17:08:19,182
2018-03-05 17:08:20,151
2018-03-05 17:08:21,136
2018-03-05 17:08:22,111
2018-03-05 17:08:23,112
2018-03-05 17:08:24,131
2018-03-05 17:08:25,130
2018-03-05 17:08:26,138
2018-03-05 17:08:27,129
2018-03-05 17:08:28,129
2018-03-05 17:08:29,136
2018-03-05 17:08:30,178
2018-03-05 17:08:31,169
2018-03-05 17:08:32,163
2018-03-05 17:08:33,164
2018-03-05 17:08:34,147
2018-03-05 17:08:35,160
2018-03-05 17:08:36,146
2018-03-05 17:08:37,136
2018-03-05 17:08:38,153
2018-03-05 17:08:39,173
2018-03-05 17:08:40,188
2018-03-05 17:08:41,176
2018-03-05 17:08:42,172
2018-03-05 17:08:43,147
2018-03-05 17:08:44,153
2018-03-05 17:08:45,147
2018-03-05 17:08:46,182
2018-03-05 17:08:47,189
2018-03-05 17:08:48,214
2018-03-05 17:08:49,200
2018-03-05 17:08:50,188
2018-03-05 17:08:51,181
2018-03-05 17:08:52,161
2018-03-05 17:08:53,161
2018-03-05 17:08:54,141
2018-03-05 17:08:55,144
2018-03-05 17:08:56,133
2018-03-05 17:08:57,125
2018-03-05 17:08:58,131
2018-03-05 17:08:59,181
2018-03-05 17:09:00,206
