datetime,BPM
2018-03-05 17:40:20,0
2018-03-05 17:40:21,137
2018-03-05 17:40:22,137
2018-03-05 17:40:23,140
2018-03-05 17:40:24,143
2018-03-05 17:40:25,159
2018-03-05 17:40:26,197
2018-03-05 17:40:27,198
2018-03-05 17:40:28,182
2018-03-05 17:40:29,176
2018-03-05 17:40:30,169
2018-03-05 17:40:31,195
2018-03-05 17:40:32,192
2018-03-05 17:40:33,161
2018-03-05 17:40:34,153
2018-03-05 17:40:35,137
2018-03-05 17:40:36,135
2018-03-05 17:40:37,139
2018-03-05 17:40:38,121
2018-03-05 17:40:39,124
2018-03-05 17:40:40,124
2018-03-05 17:40:41,122
2018-03-05 17:40:42,118
2018-03-05 17:40:43,136
2018-03-05 17:40:44,141
2018-03-05 17:40:45,134
2018-03-05 17:40:46,135
2018-03-05 17:40:47,139
2018-03-05 17:40:48,134
2018-03-05 17:40:49,140
2018-03-05 17:40:50,163
2018-03-05 17:40:51,156
2018-03-05 17:40:52,160
2018-03-05 17:40:53,172
2018-03-05 17:40:54,166
2018-03-05 17:40:55,199
2018-03-05 17:40:56,184
2018-03-05 17:40:57,196
2018-03-05 17:40:58,174
2018-03-05 17:40:59,166
2018-03-05 17:41:00,166
2018-03-05 17:41:01,155
2018-03-05 17:41:02,150
2018-03-05 17:41:03,155
2018-03-05 17:41:04,168
2018-03-05 17:41:05,182
2018-03-05 17:41:06,202
2018-03-05 17:41:07,175
2018-03-05 17:41:08,172
2018-03-05 17:41:09,160
2018-03-05 17:41:10,149
2018-03-05 17:41:11,167
2018-03-05 17:41:12,173
2018-03-05 17:41:13,161
2018-03-05 17:41:14,176
2018-03-05 17:41:15,184
2018-03-05 17:41:16,195
2018-03-05 17:41:17,184
2018-03-05 17:41:18,185
2018-03-05 17:41:19,164
2018-03-05 17:41:20,158
2018-03-05 17:41:21,157
2018-03-05 17:41:22,148
2018-03-05 17:41:23,166
2018-03-05 17:41:24,188
2018-03-05 17:41:25,188
2018-03-05 17:41:26,164
2018-03-05 17:41:27,153
2018-03-05 17:41:28,145
2018-03-05 17:41:29,129
2018-03-05 17:41:30,125
2018-03-05 17:41:31,112
2018-03-05 17:41:32,108
2018-03-05 17:41:33,106
2018-03-05 17:41:34,106
2018-03-05 17:41:35,88
2018-03-05 17:41:36,90
2018-03-05 17:41:37,92
2018-03-05 17:41:38,96
2018-03-05 17:41:39,126
2018-03-05 17:41:40,164
2018-03-05 17:41:41,163
2018-03-05 17:41:42,151
2018-03-05 17:41:43,147
2018-03-05 17:41:44,139
2018-03-05 17:41:45,161
2018-03-05 17:41:46,171
2018-03-05 17:41:47,184
2018-03-05 17:41:48,191
2018-03-05 17:41:49,228
2018-03-05 17:41:50,202
2018-03-05 17:41:51,150
2018-03-05 17:41:52,132
2018-03-05 17:41:53,132
2018-03-05 17:41:54,132
