datetime,BPM
2018-03-05 17:05:32,0
2018-03-05 17:05:33,229
2018-03-05 17:05:34,213
2018-03-05 17:05:35,205
2018-03-05 17:05:36,160
2018-03-05 17:05:37,131
2018-03-05 17:05:38,119
2018-03-05 17:05:39,105
2018-03-05 17:05:40,103
2018-03-05 17:05:41,102
2018-03-05 17:05:42,124
2018-03-05 17:05:43,147
2018-03-05 17:05:44,145
2018-03-05 17:05:45,138
2018-03-05 17:05:46,135
2018-03-05 17:05:47,123
2018-03-05 17:05:48,136
2018-03-05 17:05:49,173
2018-03-05 17:05:50,187
2018-03-05 17:05:51,191
2018-03-05 17:05:52,209
2018-03-05 17:05:53,169
2018-03-05 17:05:54,154
2018-03-05 17:05:55,145
2018-03-05 17:05:56,141
2018-03-05 17:05:57,150
2018-03-05 17:05:58,153
2018-03-05 17:05:59,144
2018-03-05 17:06:00,130
2018-03-05 17:06:01,115
2018-03-05 17:06:02,109
2018-03-05 17:06:03,115
2018-03-05 17:06:04,118
2018-03-05 17:06:05,113
2018-03-05 17:06:06,153
2018-03-05 17:06:07,174
2018-03-05 17:06:08,223
2018-03-05 17:06:09,206
2018-03-05 17:06:10,187
2018-03-05 17:06:11,188
2018-03-05 17:06:12,196
2018-03-05 17:06:13,181
2018-03-05 17:06:14,162
2018-03-05 17:06:15,145
2018-03-05 17:06:16,137
2018-03-05 17:06:17,128
2018-03-05 17:06:18,140
2018-03-05 17:06:19,128
2018-03-05 17:06:20,156
2018-03-05 17:06:21,174
2018-03-05 17:06:22,191
2018-03-05 17:06:23,183
2018-03-05 17:06:24,184
2018-03-05 17:06:25,190
2018-03-05 17:06:26,198
2018-03-05 17:06:27,158
2018-03-05 17:06:28,137
2018-03-05 17:06:29,126
2018-03-05 17:06:30,120
2018-03-05 17:06:31,107
2018-03-05 17:06:32,116
