datetime,BPM,label
2018-03-05 17:25:40,130.0,0
2018-03-05 17:25:41,123.0,0
2018-03-05 17:25:42,134.0,0
2018-03-05 17:25:43,150.0,0
2018-03-05 17:25:44,190.0,0
2018-03-05 17:25:45,190.0,0
2018-03-05 17:25:46,190.0,0
2018-03-05 17:25:47,179.0,0
2018-03-05 17:25:48,188.0,0
2018-03-05 17:25:49,185.0,0
2018-03-05 17:25:50,190.0,0
2018-03-05 17:25:51,190.0,0
2018-03-05 17:25:52,155.0,0
2018-03-05 17:25:53,133.0,0
2018-03-05 17:25:54,127.0,0
2018-03-05 17:25:55,112.0,0
2018-03-05 17:25:56,107.0,0
2018-03-05 17:25:57,119.0,0
2018-03-05 17:25:58,134.0,0
2018-03-05 17:25:59,138.0,0
2018-03-05 17:26:00,148.0,0
2018-03-05 17:26:01,134.0,0
2018-03-05 17:26:02,133.0,0
2018-03-05 17:26:03,133.0,0
2018-03-05 17:26:04,108.0,0
2018-03-05 17:26:05,102.0,0
2018-03-05 17:26:06,92.0,0
2018-03-05 17:26:07,95.0,0
2018-03-05 17:26:08,100.0,0
2018-03-05 17:26:09,109.0,0
2018-03-05 17:26:10,117.0,0
2018-03-05 17:26:11,120.0,0
2018-03-05 17:26:12,119.0,0
2018-03-05 17:26:13,104.0,0
2018-03-05 17:26:14,113.0,0
2018-03-05 17:26:15,125.0,0
2018-03-05 17:26:16,135.0,0
2018-03-05 17:26:17,169.0,0
2018-03-05 17:26:18,145.0,0
2018-03-05 17:26:19,136.0,0
2018-03-05 17:26:20,147.0,0
2018-03-05 17:26:21,141.0,0
2018-03-05 17:26:22,163.0,0
2018-03-05 17:26:23,181.0,0
2018-03-05 17:26:24,184.0,1
2018-03-05 17:26:25,143.0,1
2018-03-05 17:26:26,126.0,1
2018-03-05 17:26:27,121.0,1
2018-03-05 17:26:28,106.0,1
2018-03-05 17:26:29,103.0,1
2018-03-05 17:26:30,126.0,1
2018-03-05 17:26:31,154.0,1
2018-03-05 17:26:32,164.0,1
2018-03-05 17:26:33,163.0,1
2018-03-05 17:26:34,160.0,1
2018-03-05 17:26:35,154.0,1
2018-03-05 17:26:36,152.0,1
2018-03-05 17:26:37,152.0,1
2018-03-05 17:26:38,163.0,1
2018-03-05 17:26:39,188.0,1
2018-03-05 17:26:40,188.0,1
2018-03-05 17:26:41,131.0,1
2018-03-05 17:26:42,111.0,1
2018-03-05 17:26:43,96.0,1
2018-03-05 17:26:44,96.0,1
2018-03-05 17:26:45,94.0,1
2018-03-05 17:26:46,94.0,1
2018-03-05 17:26:47,70.0,1
2018-03-05 17:26:48,62.0,1
2018-03-05 17:26:49,62.0,1
2018-03-05 17:26:50,62.0,1
2018-03-05 17:26:51,62.0,1
2018-03-05 17:26:52,103.0,1
