datetime,BPM
2018-03-05 17:21:20,0
2018-03-05 17:21:21,0
2018-03-05 17:21:22,114
2018-03-05 17:21:23,145
2018-03-05 17:21:24,165
2018-03-05 17:21:25,155
2018-03-05 17:21:26,146
2018-03-05 17:21:27,135
2018-03-05 17:21:28,129
2018-03-05 17:21:29,155
2018-03-05 17:21:30,178
2018-03-05 17:21:31,149
2018-03-05 17:21:32,146
2018-03-05 17:21:33,139
2018-03-05 17:21:34,140
2018-03-05 17:21:35,160
2018-03-05 17:21:36,157
2018-03-05 17:21:37,151
2018-03-05 17:21:38,140
2018-03-05 17:21:39,147
2018-03-05 17:21:40,158
2018-03-05 17:21:41,173
2018-03-05 17:21:42,134
2018-03-05 17:21:43,135
2018-03-05 17:21:44,131
2018-03-05 17:21:45,124
2018-03-05 17:21:46,132
2018-03-05 17:21:47,139
2018-03-05 17:21:48,148
2018-03-05 17:21:49,155
2018-03-05 17:21:50,186
2018-03-05 17:21:51,179
2018-03-05 17:21:52,188
2018-03-05 17:21:53,163
2018-03-05 17:21:54,153
2018-03-05 17:21:55,151
2018-03-05 17:21:56,150
2018-03-05 17:21:57,173
2018-03-05 17:21:58,197
2018-03-05 17:21:59,173
2018-03-05 17:22:00,183
2018-03-05 17:22:01,179
2018-03-05 17:22:02,215
2018-03-05 17:22:03,237
2018-03-05 17:22:04,212
2018-03-05 17:22:05,189
2018-03-05 17:22:06,157
2018-03-05 17:22:07,146
2018-03-05 17:22:08,119
2018-03-05 17:22:09,107
2018-03-05 17:22:10,112
2018-03-05 17:22:11,130
2018-03-05 17:22:12,191
2018-03-05 17:22:13,187
2018-03-05 17:22:14,177
2018-03-05 17:22:15,165
2018-03-05 17:22:16,147
2018-03-05 17:22:17,153
2018-03-05 17:22:18,164
2018-03-05 17:22:19,188
2018-03-05 17:22:20,190
2018-03-05 17:22:21,171
2018-03-05 17:22:22,151
2018-03-05 17:22:23,153
2018-03-05 17:22:24,161
2018-03-05 17:22:25,206
2018-03-05 17:22:26,186
2018-03-05 17:22:27,171
2018-03-05 17:22:28,157
2018-03-05 17:22:29,153
2018-03-05 17:22:30,143
2018-03-05 17:22:31,167
2018-03-05 17:22:32,169
2018-03-05 17:22:33,178
2018-03-05 17:22:34,189
2018-03-05 17:22:35,197
2018-03-05 17:22:36,215
2018-03-05 17:22:37,184
2018-03-05 17:22:38,184
2018-03-05 17:22:39,119
