datetime,BPM
2018-03-05 17:15:02,0
2018-03-05 17:15:03,120
2018-03-05 17:15:04,125
2018-03-05 17:15:05,104
2018-03-05 17:15:06,96
2018-03-05 17:15:07,92
2018-03-05 17:15:08,93
2018-03-05 17:15:09,86
2018-03-05 17:15:10,79
2018-03-05 17:15:11,94
2018-03-05 17:15:12,120
2018-03-05 17:15:13,139
2018-03-05 17:15:14,152
2018-03-05 17:15:15,145
2018-03-05 17:15:16,145
2018-03-05 17:15:17,131
2018-03-05 17:15:18,146
2018-03-05 17:15:19,155
2018-03-05 17:15:20,151
2018-03-05 17:15:21,188
2018-03-05 17:15:22,174
2018-03-05 17:15:23,166
2018-03-05 17:15:24,143
2018-03-05 17:15:25,144
2018-03-05 17:15:26,150
2018-03-05 17:15:27,163
2018-03-05 17:15:28,159
2018-03-05 17:15:29,137
2018-03-05 17:15:30,129
2018-03-05 17:15:31,129
2018-03-05 17:15:32,119
2018-03-05 17:15:33,131
2018-03-05 17:15:34,141
2018-03-05 17:15:35,134
2018-03-05 17:15:36,156
2018-03-05 17:15:37,144
2018-03-05 17:15:38,133
2018-03-05 17:15:39,142
2018-03-05 17:15:40,148
2018-03-05 17:15:41,142
2018-03-05 17:15:42,149
2018-03-05 17:15:43,138
2018-03-05 17:15:44,127
2018-03-05 17:15:45,128
2018-03-05 17:15:46,137
2018-03-05 17:15:47,138
2018-03-05 17:15:48,153
2018-03-05 17:15:49,153
2018-03-05 17:15:50,116
2018-03-05 17:15:51,99
2018-03-05 17:15:52,104
2018-03-05 17:15:53,108
2018-03-05 17:15:54,143
2018-03-05 17:15:55,147
2018-03-05 17:15:56,139
2018-03-05 17:15:57,131
2018-03-05 17:15:58,109
2018-03-05 17:15:59,98
2018-03-05 17:16:00,91
2018-03-05 17:16:01,101
2018-03-05 17:16:02,113
2018-03-05 17:16:03,147
2018-03-05 17:16:04,127
2018-03-05 17:16:05,137
2018-03-05 17:16:06,130
2018-03-05 17:16:07,125
2018-03-05 17:16:08,156
2018-03-05 17:16:09,160
2018-03-05 17:16:10,170
2018-03-05 17:16:11,195
2018-03-05 17:16:12,189
2018-03-05 17:16:13,196
2018-03-05 17:16:14,195
2018-03-05 17:16:15,147
2018-03-05 17:16:16,130
2018-03-05 17:16:17,131
2018-03-05 17:16:18,115
2018-03-05 17:16:19,104
2018-03-05 17:16:20,121
2018-03-05 17:16:21,126
2018-03-05 17:16:22,162
2018-03-05 17:16:23,169
2018-03-05 17:16:24,169
2018-03-05 17:16:25,169
2018-03-05 17:16:26,110
2018-03-05 17:16:27,92
2018-03-05 17:16:28,83
