datetime,BPM
2018-03-03 20:16:27,0
2018-03-03 20:16:28,0
2018-03-03 20:16:29,57
2018-03-03 20:16:30,63
2018-03-03 20:16:31,67
2018-03-03 20:16:32,67
2018-03-03 20:16:33,60
2018-03-03 20:16:34,61
2018-03-03 20:16:35,64
2018-03-03 20:16:36,71
2018-03-03 20:16:37,75
2018-03-03 20:16:38,73
2018-03-03 20:16:39,94
2018-03-03 20:16:40,114
2018-03-03 20:16:41,111
2018-03-03 20:16:42,112
2018-03-03 20:16:43,125
2018-03-03 20:16:44,138
2018-03-03 20:16:45,123
2018-03-03 20:16:46,125
2018-03-03 20:16:47,106
2018-03-03 20:16:48,102
2018-03-03 20:16:49,101
2018-03-03 20:16:50,90
2018-03-03 20:16:51,96
2018-03-03 20:16:52,134
2018-03-03 20:16:53,155
2018-03-03 20:16:54,153
2018-03-03 20:16:55,132
2018-03-03 20:16:56,133
2018-03-03 20:16:57,144
2018-03-03 20:16:58,145
2018-03-03 20:16:59,158
2018-03-03 20:17:00,154
2018-03-03 20:17:01,139
2018-03-03 20:17:02,138
2018-03-03 20:17:03,140
2018-03-03 20:17:04,141
2018-03-03 20:17:05,139
2018-03-03 20:17:06,127
2018-03-03 20:17:07,136
2018-03-03 20:17:08,125
2018-03-03 20:17:09,118
2018-03-03 20:17:10,111
2018-03-03 20:17:11,109
2018-03-03 20:17:12,110
2018-03-03 20:17:13,111
2018-03-03 20:17:14,124
2018-03-03 20:17:15,151
2018-03-03 20:17:16,139
2018-03-03 20:17:17,133
2018-03-03 20:17:18,126
2018-03-03 20:17:19,127
2018-03-03 20:17:20,117
2018-03-03 20:17:21,125
2018-03-03 20:17:22,131
2018-03-03 20:17:23,132
2018-03-03 20:17:24,131
2018-03-03 20:17:25,125
2018-03-03 20:17:26,127
2018-03-03 20:17:27,113
2018-03-03 20:17:28,107
2018-03-03 20:17:29,105
2018-03-03 20:17:30,106
2018-03-03 20:17:31,106
2018-03-03 20:17:32,120
2018-03-03 20:17:33,131
2018-03-03 20:17:34,163
2018-03-03 20:17:35,163
2018-03-03 20:17:36,142
2018-03-03 20:17:37,130
2018-03-03 20:17:38,136
2018-03-03 20:17:39,122
2018-03-03 20:17:40,115
2018-03-03 20:17:41,135
2018-03-03 20:17:42,127
2018-03-03 20:17:43,126
2018-03-03 20:17:44,136
2018-03-03 20:17:45,130
2018-03-03 20:17:46,136
2018-03-03 20:17:47,133
2018-03-03 20:17:48,135
2018-03-03 20:17:49,157
2018-03-03 20:17:50,145
2018-03-03 20:17:51,164
2018-03-03 20:17:52,148
2018-03-03 20:17:53,146
2018-03-03 20:17:54,144
2018-03-03 20:17:55,150
2018-03-03 20:17:56,138
2018-03-03 20:17:57,145
2018-03-03 20:17:58,129
2018-03-03 20:17:59,129
2018-03-03 20:18:00,120
2018-03-03 20:18:01,135
2018-03-03 20:18:02,125
2018-03-03 20:18:03,141
2018-03-03 20:18:04,162
2018-03-03 20:18:05,141
2018-03-03 20:18:06,133
2018-03-03 20:18:07,142
2018-03-03 20:18:08,139
2018-03-03 20:18:09,133
2018-03-03 20:18:10,156
2018-03-03 20:18:11,144
2018-03-03 20:18:12,121
2018-03-03 20:18:13,112
2018-03-03 20:18:14,113
2018-03-03 20:18:15,116
2018-03-03 20:18:16,103
2018-03-03 20:18:17,119
2018-03-03 20:18:18,126
2018-03-03 20:18:19,139
2018-03-03 20:18:20,142
