datetime,BPM
2018-03-03 19:36:04,0
2018-03-03 19:36:05,237
2018-03-03 19:36:06,235
2018-03-03 19:36:07,235
2018-03-03 19:36:08,143
2018-03-03 19:36:09,118
2018-03-03 19:36:10,108
2018-03-03 19:36:11,86
2018-03-03 19:36:12,86
2018-03-03 19:36:13,71
2018-03-03 19:36:14,71
2018-03-03 19:36:15,62
2018-03-03 19:36:16,56
2018-03-03 19:36:17,51
2018-03-03 19:36:18,58
2018-03-03 19:36:19,61
2018-03-03 19:36:20,83
2018-03-03 19:36:21,132
2018-03-03 19:36:22,132
2018-03-03 19:36:23,146
2018-03-03 19:36:24,158
2018-03-03 19:36:25,167
2018-03-03 19:36:26,173
2018-03-03 19:36:27,135
2018-03-03 19:36:28,120
2018-03-03 19:36:29,114
2018-03-03 19:36:30,99
2018-03-03 19:36:31,94
2018-03-03 19:36:32,94
2018-03-03 19:36:33,75
2018-03-03 19:36:34,75
2018-03-03 19:36:35,67
2018-03-03 19:36:36,71
2018-03-03 19:36:37,71
2018-03-03 19:36:38,81
2018-03-03 19:36:39,154
2018-03-03 19:36:40,218
2018-03-03 19:36:41,204
2018-03-03 19:36:42,196
2018-03-03 19:36:43,191
2018-03-03 19:36:44,176
2018-03-03 19:36:45,176
2018-03-03 19:36:46,175
2018-03-03 19:36:47,181
2018-03-03 19:36:48,199
2018-03-03 19:36:49,217
2018-03-03 19:36:50,189
2018-03-03 19:36:51,174
2018-03-03 19:36:52,167
2018-03-03 19:36:53,177
2018-03-03 19:36:54,171
2018-03-03 19:36:55,178
2018-03-03 19:36:56,155
2018-03-03 19:36:57,152
2018-03-03 19:36:58,152
2018-03-03 19:36:59,152
2018-03-03 19:37:00,108
2018-03-03 19:37:01,94
2018-03-03 19:37:02,94
2018-03-03 19:37:03,94
2018-03-03 19:37:04,0
2018-03-03 19:37:05,0
2018-03-03 19:37:06,28
2018-03-03 19:37:07,28
2018-03-03 19:37:08,32
2018-03-03 19:37:09,34
2018-03-03 19:37:10,48
2018-03-03 19:37:11,48
2018-03-03 19:37:12,59
2018-03-03 19:37:13,103
2018-03-03 19:37:14,139
2018-03-03 19:37:15,191
2018-03-03 19:37:16,174
2018-03-03 19:37:17,174
2018-03-03 19:37:18,122
2018-03-03 19:37:19,116
2018-03-03 19:37:20,104
2018-03-03 19:37:21,96
2018-03-03 19:37:22,96
2018-03-03 19:37:23,76
2018-03-03 19:37:24,68
2018-03-03 19:37:25,63
2018-03-03 19:37:26,69
2018-03-03 19:37:27,71
2018-03-03 19:37:28,72
2018-03-03 19:37:29,94
2018-03-03 19:37:30,109
2018-03-03 19:37:31,103
2018-03-03 19:37:32,100
2018-03-03 19:37:33,93
2018-03-03 19:37:34,89
2018-03-03 19:37:35,83
