datetime,BPM
2/28/2018 17:43:42,0
2/28/2018 17:43:43,0
2/28/2018 17:43:44,122
2/28/2018 17:43:45,122
2/28/2018 17:43:46,95
2/28/2018 17:43:47,83
2/28/2018 17:43:48,79
2/28/2018 17:43:49,81
2/28/2018 17:43:50,81
2/28/2018 17:43:51,0
2/28/2018 17:43:52,222
2/28/2018 17:43:53,222
2/28/2018 17:43:54,143
2/28/2018 17:43:55,112
2/28/2018 17:43:56,112
2/28/2018 17:43:57,94
2/28/2018 17:43:58,86
2/28/2018 17:43:59,70
2/28/2018 17:44:00,70
2/28/2018 17:44:01,59
2/28/2018 17:44:02,56
2/28/2018 17:44:03,75
2/28/2018 17:44:04,92
2/28/2018 17:44:05,136
2/28/2018 17:44:06,128
2/28/2018 17:44:07,119
2/28/2018 17:44:08,114
2/28/2018 17:44:09,114
2/28/2018 17:44:10,92
2/28/2018 17:44:11,82
2/28/2018 17:44:12,82
2/28/2018 17:44:13,69
2/28/2018 17:44:14,65
2/28/2018 17:44:15,65
2/28/2018 17:44:16,0
2/28/2018 17:44:17,147
2/28/2018 17:44:18,147
2/28/2018 17:44:19,107
2/28/2018 17:44:20,107
2/28/2018 17:44:21,107
2/28/2018 17:44:22,79
2/28/2018 17:44:23,70
2/28/2018 17:44:24,70
2/28/2018 17:44:25,70
2/28/2018 17:44:26,56
2/28/2018 17:44:27,51
2/28/2018 17:44:28,51
2/28/2018 17:44:29,43
2/28/2018 17:44:30,43
2/28/2018 17:44:31,40
2/28/2018 17:44:32,40
2/28/2018 17:44:33,0
2/28/2018 17:44:34,0
2/28/2018 17:44:35,103
2/28/2018 17:44:36,93
2/28/2018 17:44:37,90
2/28/2018 17:44:38,91
2/28/2018 17:44:39,82
2/28/2018 17:44:40,79
2/28/2018 17:44:41,79
2/28/2018 17:44:42,70
2/28/2018 17:44:43,67
2/28/2018 17:44:44,63
2/28/2018 17:44:45,63
2/28/2018 17:44:46,62
2/28/2018 17:44:47,62
2/28/2018 17:44:48,58
2/28/2018 17:44:49,56
2/28/2018 17:44:50,58
2/28/2018 17:44:51,58
2/28/2018 17:44:52,64
2/28/2018 17:44:53,61
2/28/2018 17:44:54,62
2/28/2018 17:44:55,62
