datetime,X_gyro,Y_gyro,Z_gyro,X_acc,Y_acc,Z_acc,X_comp,Y_comp,Z_comp
2018-02-28 17:43:48.00,-10.36340523,0.545589626,-8.982656479,-0.191650391,3.438476563,-5.5622558589999995,21.03232384,-5.168459415,37.0238533
2018-02-28 17:43:48.20,-0.078201927,-0.134450197,-0.27250596899999996,-0.15942382800000002,0.052978515999999996,0.9450683590000001,21.82976532,-4.7028923030000005,36.92314529
2018-02-28 17:43:48.40,-0.076073475,-0.163184285,0.106890291,-0.12622070300000002,0.086425781,1.064453125,22.324750899999998,-4.614501476,36.70476532
2018-02-28 17:43:48.60,-0.137798533,-0.033348828999999997,0.00632102,-0.094238281,0.021484375,0.9501953129999999,23.14964485,-4.259726048,36.80568695
2018-02-28 17:43:48.80,0.053761985,-0.029624036,0.13243170099999999,-0.083251953,0.129150391,0.9450683590000001,24.23846626,-4.117937088,36.61079788
2018-02-28 17:43:49.10,0.131982535,-0.229698345,0.21756970899999997,-0.110595703,0.051513672,0.885253906,25.10952377,-3.720443487,35.76582718
2018-02-28 17:43:49.30,0.301726431,-0.368047625,0.07975255,-0.05810546900000001,0.034423828,0.8076171879999999,25.23449326,-3.544479847,35.50328827
2018-02-28 17:43:49.50,-0.047339398,0.079991147,-0.168211892,-0.010498047,0.04248046900000001,1.047607422,24.90556335,-3.829802752,35.84450531
2018-02-28 17:43:49.70,-0.047339398,0.079991147,-0.168211892,-0.010498047,0.04248046900000001,1.047607422,24.90556335,-3.829802752,35.84450531
2018-02-28 17:43:50.00,-0.37299227700000004,-0.058358118,-0.22195527,-0.04248046900000001,0.04443359400000001,1.161865234,24.64241982,-3.7739984989999997,36.25529099
2018-02-28 17:43:50.20,-0.27561569199999997,0.42746064100000003,-0.053275585,0.017089844,0.027587891,1.204345703,25.1467495,-3.587323904,35.89485931
2018-02-28 17:43:50.40,0.46827766299999996,-0.525020838,0.335166574,-0.08691406300000001,-0.10327148400000001,1.333496094,25.40724373,-3.580015421,35.60651398
2018-02-28 17:43:50.60,0.210203081,-0.270138919,0.195753083,-0.073486328,-0.078125,0.893798828,25.61563873,-3.4321372510000003,35.51364899
2018-02-28 17:43:50.90,0.04631241,-0.169569626,0.057403825,-0.021484375,0.026123047000000003,0.9748535159999999,26.21126175,-3.171803474,35.30154419
2018-02-28 17:43:51.10,-0.128220513,-0.180211887,-0.038376432,-0.011474608999999998,0.079101563,1.047607422,26.54479027,-3.389630318,34.99404907
2018-02-28 17:43:51.30,-0.040421933,-0.123275854,0.09305536699999999,-0.072753906,-0.031738281,0.98046875,26.3827076,-3.279829264,35.29930115
2018-02-28 17:43:51.50,-0.627874196,0.566874146,-0.22355160100000002,0.061523438,0.008544922,1.144775391,24.96632195,-3.618082285,35.95693970000001
2018-02-28 17:43:51.70,-0.41662550000000004,0.43863499200000006,-0.202267095,-0.089111328,-0.040771484,1.244140625,25.54883957,-3.604622126,35.79399109
2018-02-28 17:43:52.00,0.606626868,-0.838435113,0.525130749,-0.190429688,-0.171630859,1.333251953,26.15782166,-3.5938539510000003,35.25019455
2018-02-28 17:43:52.20,0.43102979700000005,0.21567985399999998,-0.31347861899999996,-0.06103515599999999,-0.22143554699999998,0.996826172,26.50203896,-3.58523941,35.09078217
2018-02-28 17:43:52.40,0.43102979700000005,0.21567985399999998,-0.31347861899999996,-0.06103515599999999,-0.22143554699999998,0.996826172,26.50203896,-3.58523941,35.09078217
2018-02-28 17:43:52.70,-0.276679903,0.62168169,-0.0037891179999999997,-0.05810546900000001,0.293945313,0.497070313,27.34928894,-3.7203791139999995,34.96325302
2018-02-28 17:43:52.90,0.191579133,-0.6899757390000001,0.22501927600000002,0.064453125,0.174072266,0.666748047,28.170057300000003,-3.544428349,35.13685226
2018-02-28 17:43:53.10,-0.10693599999999999,-0.18446879100000002,0.179789707,0.035400391,0.009765625,0.96875,28.39776421,-3.9717926980000002,35.68917084
2018-02-28 17:43:53.30,-0.11119290400000001,0.06562411,-0.19162485,-0.024658202999999997,-0.08959960900000001,0.853027344,27.57914925,-4.597746849,36.68227386
2018-02-28 17:43:53.50,0.46721345200000003,-0.419130445,0.237789974,-0.108642578,-0.063476563,1.093017578,27.63910103,-4.5303850169999995,36.64988327
2018-02-28 17:43:53.80,-0.484203815,0.22738632600000003,-0.010706582,-0.167480469,-0.147460938,0.842529297,27.25815582,-5.044620514,36.89959335
2018-02-28 17:43:54.00,0.278845608,-0.186065122,-0.005917569,0.063232422,0.162597656,0.43212890600000003,27.38230705,-4.74585247,36.68592453
2018-02-28 17:43:54.20,0.22457011,-0.144028232,-0.140542045,-0.065185547,0.00024414099999999997,0.8994140629999999,27.91053391,-4.648869513999999,36.37717819
2018-02-28 17:43:54.40,-0.237303585,-0.258964568,-0.261331588,-0.06811523400000001,-0.08886718800000001,1.047851563,27.33233261,-4.855345726,36.81924438
2018-02-28 17:43:54.60,-0.136202186,0.522176683,-0.224615827,-0.054443359000000004,-0.094970703,0.955078125,26.15492821,-5.0205264089999995,37.17289734
2018-02-28 17:43:54.90,-0.15961514400000001,0.487057239,-0.545479715,-0.103515625,-0.078125,1.351074219,26.35675621,-4.4425148960000005,36.90456772
2018-02-28 17:43:55.10,-0.15961514400000001,0.487057239,-0.545479715,-0.103515625,-0.078125,1.351074219,26.35675621,-4.4425148960000005,36.90456772
